customer_id,age,annual_income,purchase_frequency,avg_order_value,days_since_last_purchase,cluster,segment,pc1,pc2
327,35,49189,6,464,125,3,Young occasional buyers,0.5860433136861656,0.08859272726657612
328,63,32763,9,182,170,0,Active seniors,0.08148367766404309,-0.6439281970026254
329,35,38384,2,339,72,3,Young occasional buyers,-0.04606577294213456,0.6360996721127893
330,19,80100,12,300,152,3,Young occasional buyers,-0.8759054185077654,0.24194156990670357
331,52,118142,3,299,208,1,At-risk big spenders,1.117459485535447,1.7454151213912017
332,33,29860,12,31,49,3,Young occasional buyers,-2.2738805737888184,-0.2856162274682477
333,58,100642,17,293,154,0,Active seniors,0.34419914200690277,-0.07506007114897019
334,53,70612,10,290,347,1,At-risk big spenders,0.9252602252393806,-0.6400059842765061
335,50,43574,14,227,293,2,Frequent mid-spenders,0.004177361646320455,-1.4193232061657972
336,21,43524,17,46,68,3,Young occasional buyers,-2.7584947425985966,-0.5796107331302914
337,50,89172,18,91,50,0,Active seniors,-1.3674825708978686,0.19680554581489762
338,31,30916,19,79,152,2,Frequent mid-spenders,-2.1512736898032645,-1.4934027609402902
339,38,24809,17,449,19,0,Active seniors,-0.3760235481878934,-1.3204206701318073
340,65,52201,14,492,100,0,Active seniors,1.3374403399902628,-0.8529634329960545
341,37,73330,9,164,60,3,Young occasional buyers,-1.0628456218609204,0.8300263003123289
342,25,33456,8,112,167,3,Young occasional buyers,-1.5862536956143987,-0.2330596923174691
343,24,76397,2,328,202,3,Young occasional buyers,0.08031787899727488,1.0644586343722997
344,20,58765,13,27,345,2,Frequent mid-spenders,-1.7896266903149243,-0.7976673316371271
345,34,54816,7,98,146,3,Young occasional buyers,-1.2370493129966775,0.4062861869908714
346,50,65106,9,46,164,0,Active seniors,-0.9188978740302457,0.3101620568455739
347,65,73932,11,193,242,0,Active seniors,0.5268979204754883,-0.24642460595917548
348,29,37100,14,69,69,3,Young occasional buyers,-2.2336579721284338,-0.4476682891739035
349,68,77091,4,218,175,1,At-risk big spenders,0.932320093234413,0.8389100203579491
350,39,41949,13,406,49,0,Active seniors,-0.17666012866623196,-0.55135368857423
351,39,90080,2,368,108,3,Young occasional buyers,0.6089319961229597,1.605071321248487
352,63,57744,5,467,226,1,At-risk big spenders,1.9985978512886577,-0.13351775786278844
353,47,65543,11,447,161,0,Active seniors,0.8668378371433134,-0.300066535916615
354,55,112193,6,200,119,0,Active seniors,0.2853069210430442,1.6904930332668586
355,55,56187,18,43,149,0,Active seniors,-1.3006237876180937,-0.8890787708049321
356,62,27239,10,335,150,0,Active seniors,0.6715448736829626,-0.9609008511873682
357,68,34489,4,397,293,1,At-risk big spenders,1.9606645575438313,-0.7437160464147593
358,25,78017,9,406,143,3,Young occasional buyers,-0.016295581098948214,0.4325628239405871
359,44,81877,6,423,160,1,At-risk big spenders,0.9724548086828864,0.6834798471561297
360,44,63125,2,65,11,3,Young occasional buyers,-1.1468047662958973,1.657209166603919
361,51,69922,17,34,138,0,Active seniors,-1.401766446481986,-0.3958033828950495
362,38,114074,5,172,78,3,Young occasional buyers,-0.5256480101498805,2.118762813673144
363,47,52049,6,241,77,3,Young occasional buyers,-0.2241005913096718,0.5031738756350227
364,50,57131,12,225,254,2,Frequent mid-spenders,0.048524644750490876,-0.7376998804516202
365,45,62944,10,474,258,1,At-risk big spenders,1.2546122085357159,-0.6262913991503966
366,64,93963,6,292,320,1,At-risk big spenders,1.5706673925582868,0.38400426042953406
367,50,44285,8,401,291,1,At-risk big spenders,1.1749714182143975,-0.8877764850509378
368,22,57626,2,255,263,3,Young occasional buyers,-0.2697598687095282,0.5015188422058696
369,65,62808,12,359,85,0,Active seniors,0.7840813774819828,-0.19138222786072942
370,36,108464,13,247,146,0,Active seniors,-0.4561701438259047,0.7508503482108756
371,21,73871,7,28,323,2,Frequent mid-spenders,-1.4332380606664306,0.3056799032851423
372,52,39198,10,185,42,0,Active seniors,-0.6955207325469599,-0.07925061546919736
373,66,39758,13,451,125,0,Active seniors,1.2308167840121629,-1.0728622081970056
374,34,35254,17,463,167,2,Frequent mid-spenders,0.04090270659759058,-1.6381497996839554
375,61,64238,14,338,241,0,Active seniors,0.9030797807708753,-0.9340114866347382
376,45,21252,2,233,280,1,At-risk big spenders,0.3130977379618794,-0.4714292256513984
377,47,59764,11,136,188,2,Frequent mid-spenders,-0.6347047203927431,-0.2074060761046209
378,46,97709,1,405,302,1,At-risk big spenders,1.7081620275138931,1.0852668406084298
379,63,57441,19,363,19,0,Active seniors,0.15455431446621562,-0.8605970398526919
380,23,112234,4,91,68,3,Young occasional buyers,-1.4563565078207301,2.3919324963243507
381,52,73682,19,414,218,2,Frequent mid-spenders,0.6850690360291888,-1.243127944901171
382,58,79494,11,83,102,0,Active seniors,-0.6597453561045022,0.5556381321658694
383,54,101317,8,224,42,0,Active seniors,-0.014943068166303187,1.4878619771410375
384,41,85215,11,228,288,2,Frequent mid-spenders,0.0332384210424771,-0.07981528630937873
385,46,98587,4,91,167,3,Young occasional buyers,-0.40662431448835,1.5952688166794666
386,66,26949,17,296,109,0,Active seniors,0.14224331677775828,-1.597072095053358
387,63,75393,7,293,36,0,Active seniors,0.5550103243377139,0.9276334422853181
388,48,93553,8,497,232,1,At-risk big spenders,1.6556946651520428,0.3459703731229462
389,52,26941,3,339,229,1,At-risk big spenders,0.9203287145349901,-0.4135376877426808
390,50,45934,2,357,353,1,At-risk big spenders,1.4517463591614235,-0.3495025445107822
391,69,43386,15,385,164,0,Active seniors,1.0411841040187684,-1.3151914307934067
392,38,81886,5,114,73,3,Young occasional buyers,-0.9919341758043257,1.4785403450429564
393,49,95745,1,185,136,3,Young occasional buyers,0.21649387789794283,1.879754820013378
394,40,103251,4,51,353,1,At-risk big spenders,-0.2476398105080987,1.0717584895697596
395,50,114456,15,30,70,0,Active seniors,-1.333235701021775,1.0945788337941433
396,20,73413,19,320,196,2,Frequent mid-spenders,-0.9989860323545378,-0.9031190024653332
397,35,76800,3,236,269,1,At-risk big spenders,0.165409913382477,0.7451644983467569
398,42,117239,11,308,49,0,Active seniors,-0.0777582140631179,1.4474507054738204
399,59,62318,17,121,316,2,Frequent mid-spenders,-0.19185038577738,-1.367834841774803
400,48,90173,13,444,130,0,Active seniors,0.8184094679668094,0.13537140533681372
401,20,90390,11,411,5,3,Young occasional buyers,-0.6184778851015141,1.0196583344498613
402,57,72329,2,286,27,0,Active seniors,0.5165299281009756,1.5055971846542076
403,63,63088,9,233,160,0,Active seniors,0.4590589218260815,0.01841979223641121
404,41,59811,2,198,149,3,Young occasional buyers,-0.19883235768005034,0.9406854447398048
405,67,75479,9,107,264,1,At-risk big spenders,0.3438312829150498,0.014127596418823619
406,49,105392,9,60,230,2,Frequent mid-spenders,-0.48683612994117476,0.9526136038041835
407,64,107369,8,420,200,1,At-risk big spenders,1.8203529453046925,0.7726270001627064
408,39,39963,17,95,50,0,Active seniors,-1.9391371568555114,-0.7354281838600479
409,40,75123,1,396,67,3,Young occasional buyers,0.6387363805781562,1.5057343017260345
410,19,112705,11,65,300,2,Frequent mid-spenders,-1.396045200333504,0.7726415924748085
411,44,93477,8,179,58,0,Active seniors,-0.5905306639837649,1.3508937397918335
412,59,34388,10,482,259,1,At-risk big spenders,1.6562210452057804,-1.3489493536213448
413,19,25569,7,99,342,2,Frequent mid-spenders,-1.3374457535498354,-0.9088879896239149
414,43,89836,3,329,326,1,At-risk big spenders,1.1510211861564064,0.6837956716739475
415,34,56586,3,105,130,3,Young occasional buyers,-1.0374855965479028,0.9582163944820785
416,57,32015,18,111,215,2,Frequent mid-spenders,-0.8157258655715822,-1.7588894685371836
417,50,65002,5,167,172,3,Young occasional buyers,-0.08869583546182441,0.6112641252222626
418,26,26254,12,180,258,2,Frequent mid-spenders,-1.1809243346616598,-1.2719763829283275
419,60,37144,12,221,102,0,Active seniors,-0.16302064295093924,-0.6595811398380308
420,65,44214,19,443,209,0,Active seniors,1.121427393667177,-1.9651881503358983
421,56,100719,6,435,291,1,At-risk big spenders,1.945530890230823,0.5368052294009955
422,46,91774,2,261,354,1,At-risk big spenders,1.0626474191890016,0.7917508411443008
423,59,26090,12,372,286,1,At-risk big spenders,1.0437686869312017,-1.751357577965514
424,43,31637,19,21,116,2,Frequent mid-spenders,-2.1130597385517342,-1.343434379049728
425,52,42415,5,244,264,1,At-risk big spenders,0.5260534749001697,-0.3303850065772637
426,67,44071,12,308,150,0,Active seniors,0.6993753759700034,-0.8121829379669153
427,42,78243,17,252,300,2,Frequent mid-spenders,-0.1152518914602738,-1.0000611197225768
428,41,61240,17,480,36,0,Active seniors,0.12001947135913404,-0.6179786615482556
429,30,103807,10,433,333,1,At-risk big spenders,0.9392617207667339,0.1247408928249241
430,24,53434,17,436,287,2,Frequent mid-spenders,-0.006092661544133661,-1.6039161229337697
431,53,89724,15,96,303,2,Frequent mid-spenders,-0.3309876867030585,-0.41966022361060046
432,62,95697,12,135,311,2,Frequent mid-spenders,0.39270326700804337,-0.0588233008346309
433,37,48732,16,173,208,2,Frequent mid-spenders,-1.0590474999050026,-1.090324068276722
434,18,31314,19,425,106,2,Frequent mid-spenders,-1.0248696252711504,-1.6039891556338504
435,25,43954,8,122,158,3,Young occasional buyers,-1.5101466789174272,0.02505003538933605
436,63,77108,17,213,121,0,Active seniors,-0.09178790184687938,-0.419402681420958
437,33,107044,5,185,55,3,Young occasional buyers,-0.7436417047759775,2.060575454783422
438,31,107505,16,378,12,0,Active seniors,-0.5354359239107385,0.7790150688715036
439,29,56668,6,109,145,3,Young occasional buyers,-1.304449435073021,0.5806976138203814
440,68,43061,8,193,136,0,Active seniors,0.3177865913956903,-0.2081866528342699
441,40,99252,18,141,3,0,Active seniors,-1.5651540180766377,0.5987437345487018
442,32,59749,12,162,144,3,Young occasional buyers,-1.224297349190148,-0.10642292635997347
443,45,36907,15,125,30,0,Active seniors,-1.5471054744602368,-0.5609343106190245
444,51,38777,9,394,237,1,At-risk big spenders,0.9376103309571837,-0.9202834700388915
445,19,113229,13,447,279,2,Frequent mid-spenders,0.3496757673154099,0.2363903692112282
446,49,71745,15,324,348,2,Frequent mid-spenders,0.7062482051102905,-1.2073962823065296
447,40,111865,10,379,115,0,Active seniors,0.4239302419503563,1.130168426610685
448,39,101818,16,478,104,0,Active seniors,0.49448580012948984,0.1601308706182815
449,68,43624,7,336,118,0,Active seniors,1.0319050848438407,-0.16171472074475837
450,42,43321,17,470,5,0,Active seniors,-0.07593152219505607,-0.8964946369729095
451,39,30488,7,142,360,2,Frequent mid-spenders,-0.32704210672935213,-1.0148359367448418
452,39,42574,14,409,248,2,Frequent mid-spenders,0.37966566895931675,-1.404674681704633
453,66,25240,15,28,364,2,Frequent mid-spenders,-0.3478421762431218,-2.086987186899013
454,69,63221,7,281,321,1,At-risk big spenders,1.4926859539743058,-0.43607689107730546
455,59,30478,9,92,121,0,Active seniors,-0.6678260723033348,-0.39620244767012275
456,23,75645,19,378,286,2,Frequent mid-spenders,-0.3242132549116874,-1.267957768374726
457,32,39262,16,242,149,2,Frequent mid-spenders,-1.1163410336294999,-1.125736434349047
458,60,72796,8,435,84,0,Active seniors,1.2343772220189344,0.4418084925251678
459,54,24432,18,60,231,2,Frequent mid-spenders,-1.1687606988260146,-1.9200563020377688
460,50,115257,18,389,288,2,Frequent mid-spenders,0.9556661844205615,-0.42634386716866973
461,25,84291,7,223,161,3,Young occasional buyers,-0.7433677965982629,0.9250530034426387
462,61,99104,3,283,272,1,At-risk big spenders,1.4541921578846995,1.0490646914963484
463,61,79399,18,347,38,0,Active seniors,0.2204148810323053,-0.2995632864442689
464,22,99714,10,197,226,3,Young occasional buyers,-0.8631212233908002,0.7229894296787822
465,56,70428,7,367,142,0,Active seniors,0.9619158199354141,0.37674858699443897
466,21,107731,17,337,292,2,Frequent mid-spenders,-0.31988292247457634,-0.2907654268513239
467,23,20302,14,103,151,3,Young occasional buyers,-2.121106076884256,-1.13620536096295
468,62,102558,3,337,114,1,At-risk big spenders,1.3093769427750415,1.6598578225707545
469,49,20055,12,130,237,2,Frequent mid-spenders,-0.6984494680208236,-1.3983263730633577
470,69,28717,13,270,66,0,Active seniors,0.20482571567480448,-0.9247029488371055
471,47,48699,2,402,361,1,At-risk big spenders,1.6062967150303171,-0.3491293177392596
472,64,93686,3,26,341,1,At-risk big spenders,0.45597685994595993,0.9199713391166787
473,52,87661,5,478,258,1,At-risk big spenders,1.9040072546338045,0.4600291806160042
474,57,64247,11,103,249,2,Frequent mid-spenders,-0.23745700045406978,-0.35427032437961464
475,69,36748,8,227,331,1,At-risk big spenders,1.06875265367729,-1.1240667681442007
476,33,24621,12,407,323,2,Frequent mid-spenders,0.38752706413196963,-1.8255190748994023
477,30,35034,7,409,180,3,Young occasional buyers,0.17285580229226105,-0.466657468869503
478,67,25126,15,333,190,0,Active seniors,0.6949120714046989,-1.7567641881255214
479,59,25122,17,41,154,0,Active seniors,-1.2578197643515072,-1.5059294016145643
480,47,38030,4,429,196,1,At-risk big spenders,1.0974993807176285,-0.2240671434963136
481,36,102838,13,402,311,2,Frequent mid-spenders,0.7775537219211679,-0.15740110496606508
482,34,104717,18,22,262,2,Frequent mid-spenders,-1.5804155308282863,-0.09956912075328657
483,36,75658,1,146,143,3,Young occasional buyers,-0.5250722228931242,1.5122303332752587
484,45,58638,16,316,342,2,Frequent mid-spenders,0.3882846803721966,-1.5635897643751773
485,43,87067,13,207,316,2,Frequent mid-spenders,-0.009155052148777374,-0.36205440703688974
486,54,108869,10,381,101,0,Active seniors,0.8798189647388093,1.0414792351611462
487,43,54674,12,33,244,2,Frequent mid-spenders,-1.2030227192212166,-0.5190681704427101
488,40,55854,2,478,12,3,Young occasional buyers,0.7375279282300253,1.0820414968814533
489,26,66271,3,485,239,1,At-risk big spenders,0.9435487727320275,0.4103385577858852
490,29,93688,10,31,49,3,Young occasional buyers,-1.9946950821683183,1.391270763231582
491,18,58518,2,106,42,3,Young occasional buyers,-1.8066462693617158,1.5292673871330134
492,18,30267,13,31,166,3,Young occasional buyers,-2.5146236241150763,-0.7543896598446015
493,64,110825,13,416,82,0,Active seniors,1.2146994881969597,0.7240873322011967
494,51,21062,18,44,291,2,Frequent mid-spenders,-1.1956650962354711,-2.189148778722589
495,49,70448,3,320,158,1,At-risk big spenders,0.7266299255463347,0.8614250176682439
496,65,115462,7,262,216,1,At-risk big spenders,1.206423168992009,1.167277211419307
497,42,26229,14,141,158,2,Frequent mid-spenders,-1.1990309778310828,-1.16783600511153
498,57,76793,17,166,134,0,Active seniors,-0.5048220799715252,-0.3954924276048552
499,62,67915,12,74,67,0,Active seniors,-0.7737457383591754,0.3024792178222837
500,18,24632,16,257,336,2,Frequent mid-spenders,-1.0640494696003064,-2.100073915608166
